Avg min between sent tnx,Avg min between received tnx,Sent tnx,Received Tnx,Unique Received From Addresses,Unique Sent To Addresses,avg val received,avg val sent,total ether received,total ether balance,FLAG
160.15,0.6,2,2,2,2,50.5,50.499508,101,0.000984218,0
162.1,0.82,2,2,2,2,50.5,50.499487,101,0.001026218,0
49127.28,110.88,6,4,3,6,2.666938,1.777167,10.66775107,0.00475107,0
24.18,0,3,1,1,3,101,33.666149,101,0.001554,0
18.86,0,3,1,1,3,101,33.666149,101,0.001554,0
13.69,8834.55,5,5,1,5,45.871,45.870559,229.355,0.002205,0
4.58,7987.03,3,3,2,1,52.3255,52.324583,156.9765,0.002749916,0
0,9070.55,0,25,6,0,2.866698,0,71.66744946,71.66744946,0
58.88,989.35,288,289,4,2,0.250907,0.251358,72.51222612,0.120981,0
0,0,1,1,1,1,48.765,48.764528,48.765,0.000471636,0
0,0,1,1,1,1,0.417939,0.417465,0.41793851,0.000473101,0
1827.38,756.35,4,2,1,3,8.573958,4.286509,17.14791558,0.001880163,0
7653.69,20151.18,107,10,7,29,2.352408,0.182312,23.52408138,4.016647984,0
162.62,0,2,1,1,2,101,50.499508,101,0.000984218,0
196.21,8427.39,74,75,6,72,0.03431,0.034312,2.573236084,0.034120015,0
10.49,2702.41,3,2,2,3,0.103956,0.066667,0.20791143,0.00791143,0
0,4319.73,0,237,3,0,0.138148,0,32.74106114,32.74106114,0
10054.96,3143.27,52,112,16,25,0.200443,0.424174,22.44965994,0.392591943,0
163.28,0.21,2,2,2,2,50.5,50.499487,101,0.001026218,0
1758.93,2183.28,40,7,1,7,3.591349,4.782452,25.13944255,-166.1586575,0
35156.46,8243.51,14,3,1,6,9.2,2.008357,27.6,-0.517,0
6270.16,944.23,26,3,1,8,0.01,0.000588,0.03,0.014710582,0
7.53,14960.4,21,23,10,1,13.376898,14.649496,307.6686551,0.029240784,0
14.97,26628.79,11,11,6,1,1.303174,1.301353,14.33491047,0.020027272,0
108.53,939.42,214,647,8,1,0.47015,1.420355,304.1868875,0.23087427,0
21157.32,24037.56,21,4,2,11,0.00875,0.000658,0.035,0.021171847,0
16.2,0,3,1,1,3,101,33.666149,101,0.001554,0
13.76,1086.57,321,609,17,3,3.913117,7.770397,2383.088027,-111.209255,0
0,0,1,1,1,1,5.292872,5.292252,5.29287227,0.00062,0
102.19,0,3,1,1,2,101,33.666171,101,0.001488218,0
158.22,0.33,2,2,2,2,50.5,50.499508,101,0.000984218,0
1787.52,76.98,2,2,1,1,0.139099,0.138679,0.27819898,0.00084002,0
10.96,1016.71,701,706,3,2,0.414139,0.416538,292.3820975,0.38881126,0
160.91,0.63,2,2,2,2,50.5,50.499508,101,0.000984218,0
0,3735.69,0,76,6,0,1.327941,0,100.9234911,100.9234911,0
0,0,1,1,1,1,12.168132,12.167512,12.16813229,0.00062,0
95233.31,32845.3,4,18,5,2,16.540433,74.430877,297.7277885,0.004279919,0
6865.12,155628.41,7,6,5,6,3.263562,2.796973,19.58137122,0.00256341,0
13999.72,16810.77,12,50,7,2,1.675838,6.982211,83.79190155,0.005364353,0
5.35,6397.4,14,14,14,1,0.939626,0.93886,13.15476812,0.010726297,0
21.51,0,3,1,1,3,101,33.666149,101,0.001554,0
7.21,0,3,1,1,3,101,33.666121,101,0.001638,0
97.49,341.13,1293,779,5,1,140.707212,84.771134,109610.9185,1.84171372,0
159.49,0.84,2,2,2,2,50.5,50.499508,101,0.000984218,0
163.28,0.21,2,2,2,2,50.5,50.499246,101,0.00150753,0
471.81,1046.58,2166,2,1,354,4.99958,0.002093,9.99915998,5.465843682,0
701.75,1129.23,179,1350,37,56,48.70857,490.502935,65756.56918,-22043.45613,0
25.06,0,3,2,2,3,50.5,33.666163,101,0.001512,0
0,0,1,1,1,1,2.66,2.659418,2.66,0.000581532,0
42547.79,72976.79,5,3,3,5,5.522174,3.312864,16.56652331,0.002205,0
1531.24,6352.26,63,147,4,25,0.440908,1.019099,64.81353185,0.610284107,0
636.46,113487.03,13,7,7,9,8.308276,4.47329,58.15793103,0.0051664,0
0,0,0,1,1,0,0.709463,0,0.70946306,0.70946306,0
192.22,2149.18,24,114,5,1,0.211639,1.003943,24.12687013,0.03224985,0
66.67,2855.25,136,353,1,1,0.34445,0.892648,121.5908561,0.190737615,0
1337,2741.29,16,12,5,15,5.62153,4.215294,67.45835754,0.01364572,0
6.33,23301.63,5,5,1,2,6.22,6.219399,31.1,0.003006,0
1145.72,1188.99,682,72,22,291,4.300343,0.670916,309.6246993,-147.9402603,0
7121.48,51227.95,12,3,2,4,1.412625,1.598216,4.23787395,-14.94072,0
22.21,3730.78,55,55,2,2,0.107492,0.106686,5.91203664,0.0443116,0
11846.26,7643.2,49,26,17,29,18.921845,10.525381,491.9679829,-23.77568755,0
34.67,0,2,2,2,2,50.5,50.499474,101,0.001051573,0
13662.04,7787.9,6,5,4,6,1.099544,0.997788,5.4977192,-0.489010397,0
29.67,341.56,220,810,3,1,0.284941,1.04842,230.8019108,0.149620426,0
0,0,1,1,1,1,9.999528,9.999108,9.99952837,0.00042,0
0,3291.9,0,97,4,0,0.438296,0,42.51475574,42.51475574,0
164.51,0.36,2,4,4,2,25.25,50.499508,101,0.000984218,0
0,3677.9,1,3,1,1,2.61691,5,7.850728656,2.850728656,0
316.45,6241.04,34,34,1,1,1.001956,1.001227,34.06650569,0.024789686,0
3.81,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
13266.23,8793.26,41,39,10,4,18.290891,19.834642,713.3447382,-99.87556391,0
0,0,1,1,1,1,0.404587,0.404115,0.40458682,0.000471636,0
164.23,0.82,2,2,2,2,50.5,50.499487,101,0.001026218,0
0.97,691.83,84,84,2,2,0.215719,0.215299,18.12036895,0.03528,0
0,5.05,0,9999,1,0,0,0,0,0,0
164.14,0,2,2,2,2,50.5,50.499487,101,0.001026218,0
2.82,0,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
25.44,0,3,2,2,3,50.5,33.666159,101,0.001523001,0
176.18,10197.69,3,3,3,1,0.15,0.149357,0.45,0.001928957,0
73.73,871.35,393,523,3,2,0.273448,0.363419,143.0134992,0.189757336,0
15.69,9.73,3,2,2,3,50.5,33.665988,101,0.002035312,0
0,5020.89,0,9,7,0,1.150514,0,10.35462685,10.35462685,0
21.46,0,3,1,1,3,101,33.666149,101,0.001554,0
0,0,1,1,1,1,0.145844,0.14534,0.14584416,0.000504,0
21.47,0,3,1,1,3,101,33.666149,101,0.001554,0
15.85,0,4,1,1,3,101,25.249475,101,0.0021,0
19.98,0,3,1,1,3,101,33.666149,101,0.001554,0
3146.35,6168.94,8,4,2,6,1.54031,0.769508,6.16124173,0.00517525,0
160.62,5399.37,98,102,9,1,1.469014,1.527901,149.8394059,0.1050799,0
162.92,0.33,2,2,2,2,50.5,50.499508,101,0.000984218,0
5.22,23055.22,13,13,7,1,8.675318,8.67405,112.7791349,0.01648825,0
62522.42,4138.8,3,4,3,1,2.84497,3.792712,11.37987912,0.001743,0
5.25,2076.86,497,500,3,2,0.3604,0.361857,180.2001829,0.35732594,0
1092.83,753.52,152,41,11,62,6.328533,1.747242,259.4698335,-6.11101878,0
5266.17,2079.55,61,75,3,3,37.400162,45.983206,2805.012116,0.036540002,0
110.71,3289.93,235,206,1,235,0.99802,0.874416,205.5922024,0.104504443,0
4.83,1900.84,2,2,2,2,0.392064,0.391608,0.78412879,0.000912636,0
0,0,1,1,1,1,6.380119,6.379647,6.38011908,0.000471636,0
13653.79,311.84,7,3,3,4,44.156667,18.922857,132.47,0.01,0
133.96,12398.97,35,42,2,1,0.838281,0.994171,35.20781931,0.411834783,0
4.3,2790.65,25,25,3,25,11.694237,11.693787,292.3559329,0.011264654,0
0,30230.67,0,2,2,0,10.495,0,20.99,20.99,0
0,0,1,1,1,1,0.59958,0.59896,0.59957998,0.00062,0
163.07,0,2,1,1,2,101,50.499508,101,0.000984218,0
6.39,4736.22,22,27,2,22,8.986687,11.028684,242.640555,0.009517877,0
0,7877.76,0,37,3,0,0.778827,0,28.81660179,28.81660179,0
0,1512.57,0,133,3,0,0.20213,0,26.88332742,26.88332742,0
1890.86,6042.93,194,87,15,61,5.996431,2.688525,521.6894641,0.115519764,0
7197.05,14136.76,19,9,5,13,4.827509,2.285059,43.44757776,0.031454122,0
0,0,0,1,1,0,0.001,0,0.001,0.001,0
0,19859.78,0,2,2,0,0.499495,0,0.99899,0.99899,0
41.96,1125.05,224,254,2,1,1.72873,1.959424,439.0974901,0.186518673,0
7984.42,4590.88,24,17,6,11,20.675889,12.572805,351.4901164,49.74278729,0
161.39,1.24,2,2,2,2,50.5,50.499508,101,0.000984218,0
8147.8,7882.31,59,11,8,22,1.820772,0.505347,20.02849402,-9.786970137,0
27.87,3522.41,3,2,1,3,83.31265,55.541291,166.6253,0.001428,0
16.31,11.51,1946,8054,1133,1143,3.469563,14.101068,27943.86092,503.1829438,0
12051.38,2185.6,19,23,6,9,6.189648,7.492004,142.3619089,0.013826527,0
670.69,868.51,18,14,7,16,0.639051,0.675673,8.94671866,-3.215395489,0
629.91,25082.58,16,13,11,5,2.674131,2.170567,34.7637074,0.034630809,0
0,0,1,1,1,1,0.122077,0.121636,0.12207653,0.000441,0
160.75,0.53,2,2,2,2,50.5,50.499286,101,0.001428506,0
2.26,23045.89,2,2,1,1,32.107255,32.10674,64.21451071,0.001031207,0
0,0,1,1,1,1,3,2.9909,3,0.0091,0
38281.1,72114.97,3,3,2,1,6.689373,6.688847,20.06812018,0.001579644,0
0,0,1,1,1,1,0.490646,0.490026,0.490646,0.00062,0
25.06,0.49,3,2,2,3,50.5,33.666163,101,0.001512,0
0,8030.7,0,11,4,0,28.090182,0,308.992,308.992,0
13.61,62.35,1257,1399,493,2,1.319703,1.468367,1846.265099,0.527961,0
73.23,34490.98,6,9,6,1,1.887048,2.827554,16.98343517,0.0181097,0
0,18777.91,0,9,4,0,13.815638,0,124.3407434,124.3407434,0
0,0,1,1,1,1,1.001,0.997956,1.001,0.00304422,0
2359.42,2061.99,251,121,49,88,11.252378,5.729469,1361.537785,-76.55881507,0
161.45,0,2,1,1,2,101,50.499487,101,0.001026218,0
161.74,0,2,2,2,2,50.5,50.499487,101,0.001026218,0
827.85,1094.74,45,533,4,21,0.464187,5.488878,247.4119323,0.412427132,0
2.18,0,4,2,2,4,1000.5,500.249528,2001,0.001886545,0
10.07,23867.89,5,5,5,1,54.281159,54.280303,271.4057933,0.00427826,0
82.98,178.63,2494,3692,3682,1245,3.231904,4.782836,11932.18964,3.797262831,0
31.52,18844.9,53,53,1,1,5.392671,5.390398,285.8115787,0.120476725,0
47.76,1038.38,307,1164,2,1,0.259749,0.98256,302.3484136,0.702612016,0
164.07,0,2,1,1,2,101,50.499246,101,0.00150753,0
13.61,10480.96,28,28,7,1,0.191196,0.190383,5.353500616,0.022786171,0
0,4049.19,0,56,3,0,0.343714,0,19.24798457,19.24798457,0
3.98,86.85,2,2,1,1,1.26449,1.26397,2.52898014,0.00104,0
25.63,0,3,2,2,3,50.5,33.666158,101,0.001526354,0
6789.34,24565.42,27,17,11,19,11.312546,9.478637,192.3132888,-63.60991038,0
7431.73,214.5,52,2554,4,13,1.065986,52.355464,2722.527796,0.04368555,0
4111.73,28797.94,12,7,3,6,1.552838,1.855371,10.86986771,-11.39458596,0
59.7,68.33,212,9788,45,4,1.355011,61.018262,13262.84915,326.9775297,0
0,18.97,1,2,1,1,0.027945,0.055014,0.055890565,0.000876568,0
1337.57,11470.88,9,10,10,1,0.238783,0.263229,2.38783054,0.01876646,0
47.06,85304.64,2,2,2,2,0.519062,0.516498,1.038125,0.005128,0
0,0,1,1,1,1,0.05,0.04938,0.05,0.00062,0
1060.09,115459.87,133,2,2,4,1.499376,0.044225,2.99875129,-2.883170746,0
826.1,24969.24,79,53,14,3,6.216435,4.182691,329.4710755,-0.961521983,0
0,17442.96,0,13,5,0,29.497848,0,383.47203,383.47203,0
0,6.72,1,2,2,1,90,19,180,161,0
0,3318.67,0,69,6,0,0.495449,0,34.18597949,34.18597949,0
14550.31,58660.75,16,5,2,14,7.945312,2.478038,39.72655951,0.07795951,0
23.23,0,3,1,1,3,101,33.665988,101,0.002035312,0
26051.47,1927.5,7,13,7,2,105.918714,445.142857,1376.943286,-1739.056714,0
0,0,1,1,1,1,1,0.999496,1,0.000504,0
0,36418.38,0,4,3,0,14.8075,0,59.23,59.23,0
3.77,8599.09,10,10,8,1,10.742086,10.741173,107.4208649,0.009130389,0
41872.91,4236.77,12,4,3,8,11.024225,3.664167,44.0969,0.1269,0
17.16,94.03,3714,4264,707,1,858.235774,1130.943234,3659517.34,-540805.8304,0
162.71,0.21,2,2,2,2,50.5,50.499487,101,0.001026218,0
7192.69,58549.99,4,3,2,1,25.131386,18.847991,75.39415936,0.002197194,0
0,0,1,1,1,1,10,9.99938,10,0.00062,0
1939.62,3434.53,21,3,3,5,2.176,1.400857,6.528,-22.89,0
0,1516.02,0,132,3,0,1.343873,0,177.391188,177.391188,0
1115.07,5865.13,767,45,16,76,70.238679,4.949903,3160.740568,-635.8351911,0
0,14172.24,0,16,6,0,2.462052,0,39.39283021,39.39283021,0
160.03,0,2,1,1,2,101,50.499508,101,0.000984218,0
767.35,4817.13,64,65,4,1,0.120706,0.12212,7.845872691,0.03017988,0
50055.74,0,3,1,1,3,0.802039,0.266905,0.8020387,0.001323376,0
16.86,0,4,1,1,3,101,25.249475,101,0.0021,0
73884.48,5.7,7,8,4,5,1.249375,2.556104,9.995,-7.897728,0
0,1532.36,0,148,3,0,1.004051,0,148.5995797,148.5995797,0
7.53,183.78,2,4,2,2,0.785,1.569344,3.14,0.001311636,0
1144.57,3798.95,729,51,42,109,3.950637,0.460549,201.4824804,-134.2577265,0
1685.53,2059.05,150,46,17,53,8.508528,2.767469,391.3922923,-23.72810774,0
0,5777.96,1,104,10,1,39.922509,4151.939205,4151.940905,0.0017,0
2543.62,9962.43,14,7,4,10,1.418336,0.9928,9.9283505,-3.9708445,0
78.96,2493.66,364,449,3,3,0.129078,0.15892,57.95616703,0.109278392,0
17.42,0,4,1,1,4,101,25.249475,101,0.0021,0
0,456.65,0,2300,1236,0,1.00E-05,0,0.022,0.022,0
0,0,1,1,1,1,0.08823,0.08761,0.0882301,0.00062,0
4069.08,12653.73,34,35,7,4,158.950135,163.624633,5563.25474,0.017208746,0
24831.16,16628.75,16,34,3,4,9.962778,25.701481,338.7344659,-72.48923415,0
21608.58,18271.13,5,4,3,3,1.054407,0.819824,4.21762724,0.11850924,0
0,11682.08,0,9,3,0,26.688889,0,240.2,240.2,0
156.68,0,2,1,1,2,101,50.499508,101,0.000984218,0
5.43,10080.11,3,3,3,1,2.240934,2.239978,6.72280263,0.00286716,0
0,0,1,1,1,1,4.97,4.969397,4.97,0.000603246,0
21.67,0,2,1,1,2,101,50.499475,101,0.00105,0
30811.8,22.16,5,2,1,3,0.055,0.021415,0.11,0.002925864,0
79649.27,499.62,3,3,1,3,2.898557,2.898312,8.69566962,0.000735,0
2152.57,12849.26,8,8,5,1,10.726918,10.726028,85.81534689,0.0071256,0
0,0,1,1,1,1,10.56,10.55938,10.56,0.00062,0
162.87,0.82,2,2,2,2,50.5,50.499487,101,0.001026218,0
0,19841.13,0,2,2,0,5.005,0,10.01,10.01,0
1.29,0.74,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
161.45,0.82,2,2,2,2,50.5,50.499487,101,0.001026218,0
0,36984.23,1,7,2,1,4.72022,0.089496,33.0415425,32.9520465,0
157.54,0,2,1,1,2,101,50.499508,101,0.000984218,0
162.22,0.33,2,2,2,2,50.5,50.499508,101,0.000984218,0
0,0,1,1,1,1,0.68993,0.68773,0.68993031,0.0022,0
729.4,16102.89,4,23,2,1,0.061951,0.28975,1.424865262,0.265865262,0
0,0,1,1,1,1,5.175,5.1729,5.175,0.0021,0
23.15,0,3,1,1,3,101,33.666149,101,0.001554,0
366.03,7476.38,33,68,9,1,0.593105,1.220967,40.33114795,0.039238517,0
54.02,98241.87,3,3,2,1,58.333333,58.330524,175,0.00842752,0
0,0,1,1,1,1,0.1,0.0995,0.1,0.0005,0
14.91,9914.87,29,29,4,1,2.233118,2.232349,64.76041566,0.022303721,0
39.61,2317.83,415,417,3,1,4.446509,4.473161,1854.19428,-2.167516994,0
0,28587.75,0,7,4,0,2.497341,0,17.48138687,17.48138687,0
4896.5,0,3,1,1,2,2.495,1.930014,2.495,-3.295042169,0
8944.98,6126.28,34,81,4,13,0.089474,0.359544,7.247399445,-4.97710268,0
5830.96,937.9,82,17,7,25,0.980698,0.884795,16.671858,-55.881342,0
2.02,21.78,4,4,2,1,3.124119,3.12354,12.4964758,0.002315418,0
6.38,755.97,47,47,3,1,0.293504,0.292856,13.79469178,0.030449373,0
0,15238.44,0,31,5,0,0.808277,0,25.05658034,25.05658034,0
2200.29,9038.91,43,7,2,5,14.898286,4.297442,104.288,-80.502,0
163.47,0.21,2,2,2,2,50.5,50.499487,101,0.001026218,0
1426.74,5677.7,177,104,38,2,100.951767,59.314669,10498.98378,0.287418425,0
0,2191.84,0,112,7,0,0.787674,0,88.21952938,88.21952938,0
25.57,0,2,1,1,2,101,50.499475,101,0.00105,0
9447.57,9709.48,16,14,8,12,14.919821,14.927125,208.8774915,-29.95650847,0
4224.31,15322.04,119,42,12,42,21.091836,8.420149,885.8571043,-116.1406232,0
554.51,5056.92,192,50,14,35,14.10253,5.119914,705.1264924,-277.8969907,0
16.5,3526.75,172,172,5,1,0.0872,0.086569,14.99832171,0.10837471,0
2166.92,4473.99,78,42,11,36,229.899443,147.746306,9655.776586,-1868.4353,0
686.7,2209.75,903,193,36,65,42.118806,21.566611,8128.929591,-11345.71994,0
4.37,66867.48,5,5,1,1,4.486675,4.485558,22.433376,0.005587703,0
4.1,1451.2,23,23,2,23,0.17496,0.174517,4.02407813,0.010195747,0
2341.96,7468.31,83,120,3,3,0.162132,0.234003,19.45582814,0.033610691,0
0,0,1,1,1,1,0.225799,0.225327,0.22579859,0.000471636,0
2092.39,4746.74,127,73,28,43,16.174625,9.46181,1180.747601,-20.90229932,0
162.09,0.33,2,2,2,2,50.5,50.499508,101,0.000984218,0
0,0,1,1,1,1,2.080627,2.080186,2.0806269,0.000441,0
0,2157.69,0,148,3,0,1.212628,0,179.4688993,179.4688993,0
510.46,7787.02,3,4,3,3,5.582516,7.442264,22.33006296,0.003270828,0
0,86758.64,0,3,2,0,0.910798,0,2.73239294,2.73239294,0
21.91,0,3,1,1,3,101,33.666149,101,0.001554,0
0,8492.46,0,16,2,0,14.993125,0,239.89,239.89,0
20.51,0,3,1,1,3,101,33.666149,101,0.001554,0
0,2224.54,0,131,5,0,0.327937,0,42.95975004,42.95975004,0
1.68,0.07,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
160.78,0,2,1,1,2,101,50.499508,101,0.000984218,0
164.86,0.29,2,2,2,2,50.5,50.499487,101,0.001026218,0
15.48,48182.45,18,18,5,1,3.447269,3.446415,62.05084661,0.015370243,0
8227.08,22382.53,73,30,17,40,0.758111,0.415843,22.74333462,-7.613218868,0
3871.44,4532.03,157,74,35,82,48.091559,25.315415,3558.775385,-415.7448149,0
0,0,1,1,1,1,0.5,0.499496,0.5,0.000504,0
2.23,0,4,2,2,4,1000.5,500.249528,2001,0.001886545,0
0,32393.15,0,7,3,0,25.086902,0,175.6083121,175.6083121,0
331.68,343.37,3,2,2,2,4.815543,3.209718,9.63108526,0.001932,0
163.78,0.29,2,2,2,2,50.5,50.499487,101,0.001026218,0
40.87,4399.63,140,145,8,1,4.783905,4.954339,693.6662158,0.0588,0
3880.92,2493.52,32,317,2,1,0.162593,1.610185,51.54213341,0.016220615,0
6030.21,12579.59,3,4,3,1,0.139894,0,0.559574225,0.559574225,0
1.51,0.28,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
39.42,76779.89,2,2,1,1,0.799844,0.796,1.599687834,0.007687014,0
0,0,1,1,1,1,0.232233,0.231762,0.23223322,0.000471636,0
0,2.69,1,2,1,1,0.0055,0.001,0.011,0.01,0
0,0,0,1,1,0,0.06664,0,0.066639638,0.066639638,0
4381.86,12368.22,32,29,13,20,3.623648,3.376494,105.0857776,-2.962022477,0
18.84,5.72,3,2,2,3,50.5,33.665988,101,0.002035312,0
0,5041.53,0,12,2,0,0.935522,0,11.22626894,11.22626894,0
332.99,1120.15,299,411,5,2,0.220868,0.303172,90.77660985,0.128131221,0
31.85,30.79,4215,5785,2526,2485,18.169959,23.666126,105113.2104,5360.489412,0
5148.41,3084.66,80,82,3,1,0.088548,0.090444,7.26091082,0.025368042,0
0,1874.16,0,121,4,0,0.285556,0,34.55230473,34.55230473,0
0,7315.72,0,31,6,0,2.001872,0,62.05802518,62.05802518,0
13143.42,5157.08,8,2,2,6,3.062572,0.764112,6.12514349,0.012250078,0
16.57,20898,40,40,9,3,1481.360831,1481.360046,59254.43322,0.03138905,0
23370.31,19851.12,9,11,6,9,1.354005,1.654303,14.89404983,0.005324818,0
2.89,9714.84,39,39,3,2,1.781011,1.780591,69.45941356,0.016380003,0
17.51,8.22,3,2,2,3,50.5,33.666149,101,0.001554,0
24556.26,10117.65,4,4,2,1,23.53489,23.534123,94.139559,0.003066128,0
0,0,1,1,1,1,0.1,0.096956,0.1,0.00304422,0
0,6749.3,0,21,6,0,2.76638,0,58.09397742,58.09397742,0
0,0,1,1,1,1,12.44052,12.4399,12.44051987,0.00062,0
8.91,17315.64,4,4,2,4,2.700656,2.700054,10.80262485,0.002410131,0
43530.36,9331.76,5,4,2,2,5.175585,5.136689,20.70234101,-4.981105382,0
16.66,0,3,1,1,3,101,33.666149,101,0.001554,0
2307.71,48183.91,5,4,4,2,1.679295,1.342724,6.71717827,0.003556426,0
0,14707.19,0,11,6,0,3.069955,0,33.76950418,33.76950418,0
0,1262.82,1,3,1,1,15.2546,45.76359,45.7638,0.00021,0
22.72,0,3,1,1,3,101,33.665988,101,0.002035312,0
164.14,0.82,2,2,2,2,50.5,50.499487,101,0.001026218,0
1.79,0.97,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
2.88,14623.04,7,8,5,1,2.575027,2.942382,20.60021708,0.003544262,0
2108.29,5423.29,19,21,7,18,0.406624,0.448471,8.53910951,0.0181607,0
0,0,1,1,1,1,1,0.998953,1,0.001046957,0
12039.86,971.62,26,3,2,5,1.36,0.272724,4.08,-3.010814538,0
22977.89,8578.63,27,10,8,13,3.322431,14.187881,33.22431414,-349.8484634,0
582.59,2229.26,193,208,2,4,8.828808,9.51437,1836.392094,0.11870733,0
164.38,0.21,2,2,2,2,50.5,50.499487,101,0.001026218,0
0,16090.67,1,11,1,1,0.07125,0.783578,0.783746469,0.000168008,0
0,0,1,1,1,1,60,59.999528,60,0.000471636,0
19109.07,8492.78,2,45,5,2,0.090422,1.960767,4.06899533,0.14746203,0
17239.43,14345.18,14,36,6,9,6.708628,17.615196,241.5106135,-5.10213198,0
22597.81,133052.62,3,5,4,2,2.229268,0,11.14633799,11.14633799,0
157.47,0.39,2,2,2,2,50.5,50.499508,101,0.000984218,0
32248.03,2230.01,21,5,2,14,24.011,7.389805,120.055,-35.1309,0
0,29442.67,0,3,2,0,12.008963,0,36.02688803,36.02688803,0
0,0,1,1,1,1,0.076723,0.076282,0.07672322,0.000441,0
0,750.66,1,4,2,1,7.47845,29.913357,29.91379816,0.000441,0
13.72,5442.34,4,4,3,4,0.45864,0.458152,1.83456128,0.001953017,0
22371.43,29004.65,15,9,4,11,346.454444,207.866667,3118.09,0.09,0
7440.95,4156.24,17,166,7,11,0.406228,3.966276,67.43380416,0.007108962,0
51.52,21.94,5930,4070,30,2942,1.847418,3.614308,7518.989385,-13913.85537,0
0,3435.68,0,66,4,0,0.568051,0,37.49139626,37.49139626,0
0,90066.48,1,3,1,1,7.666667,1,23,22,0
13.66,0,3,1,1,3,101,33.666149,101,0.001554,0
0,1116.81,0,865,1,0,0,0,0,0,0
13958.51,24551.98,3,29,5,2,0.132404,1.279588,3.839726271,0.000960882,0
1110.06,249.52,9,6,3,7,4.179167,2.785556,25.075,0.005,0
0,0,1,1,1,1,0.07,0.069559,0.07,0.000441,0
0,25196.59,0,9,5,0,25.021534,0,225.1938069,225.1938069,0
3.34,8083.36,20,20,2,20,0.833935,0.833463,16.67870304,0.00943862,0
0,7104.41,0,28,6,0,0.803975,0,22.51130494,22.51130494,0
22.68,0,3,1,1,3,101,33.666149,101,0.001554,0
102.04,0,3,1,1,2,101,33.666171,101,0.001488218,0
11730.9,11657.47,5,82,2,2,0.119015,1.791244,9.759211112,0.802993168,0
2.44,0.17,4,2,2,4,1000.5,500.249528,2001,0.001886545,0
7779.39,13404.96,29,44,6,21,0.601228,0.792415,26.45401142,3.473962685,0
157.39,0,2,1,1,2,101,50.499286,101,0.001428506,0
229.73,19750.48,13,14,1,1,0.933358,0.999845,13.06701277,0.069030933,0
0,0,1,1,1,1,12.546764,12.546144,12.54676377,0.00062,0
0,66.58,0,9897,905,0,0,0,0,0,0
74027.79,15827.65,3,2,2,1,30.21,20.139473,60.42,0.001582216,0
106.97,61.09,187,8926,3,15,1.121675,53.540015,10012.0682,0.085471071,0
38056.33,7.43,3,2,2,3,2.310396,1.408972,4.6207918,0.39387569,0
873.06,7496.68,42,54,1,2,0.107424,0.137662,5.8009166,0.01911834,0
43.84,36889.35,3,3,3,1,5.82595,5.823422,17.47785052,0.00758536,0
16.26,460.75,867,874,4,2,0.443906,0.44707,387.9741734,0.364161,0
0,14946.62,0,7,3,0,37.919188,0,265.4343175,265.4343175,0
29250.77,0,2,1,1,2,1.1,0.549188,1.1,0.00162434,0
2546.9,1378.01,306,150,60,55,107.379866,55.129539,16106.97986,-762.6591407,0
5794.43,136870.19,4,3,3,3,2.819223,2.113718,8.45767042,0.00279884,0
2.57,0.74,3,2,2,3,1000.5,666.999528,2001,0.001414909,0
7006.6,3798.54,95,32,16,48,55.824229,19.245005,1786.375339,-41.90016137,0
0,0,1,1,1,1,0.7022,0.701696,0.7022,0.000504,0
20636.39,1921.3,3,2,2,1,30.9012,20.60033,61.80240016,0.0014091,0
0,2763.13,0,72,2,0,0.202726,0,14.5962699,14.5962699,0
0,14721.62,0,6,2,0,7.883333,0,47.3,47.3,0
0,0,1,1,1,1,0.142918,0.142298,0.14291823,0.00062,0
5720.44,15674.08,72,17,9,38,2.372434,0.602434,40.33137433,-3.043846314,0
8206.21,17563.84,20,13,7,11,0.046162,0.029238,0.600104432,0.015348458,0
0,0,1,1,1,1,2.2,2.198953,2.2,0.001046957,0
1812.27,2725.9,404,86,37,89,5.479782,1.427768,471.261245,-105.5570418,0
568.34,2074.28,217,16,9,19,3.961816,0.43093,63.38905022,-30.1228122,0
2.15,29107.97,9,9,5,2,3.004228,3.003481,27.03805082,0.00672,0
0,8288.48,0,24,6,0,4.53949,0,108.9477528,108.9477528,0
17.2,20031.75,14,14,5,1,32.205819,32.201631,450.8814728,0.0586423,0
0,1446.47,0,112,6,0,1.134841,0,127.1022195,127.1022195,0
2116.23,11000.61,14,22,7,1,29.072413,45.683616,639.5930958,0.022471274,0
652.09,2280.49,24,10,3,11,3.717311,1.526607,37.17311389,0.534538553,0
106.83,0,3,1,1,2,101,33.666171,101,0.001488218,0
0,1542.55,0,147,3,0,1.183374,0,173.9559219,173.9559219,0
0,0,1,1,1,1,0.879124,0.878504,0.879124,0.00062,0
157.71,0,2,1,1,2,76.729845,38.364431,76.72984531,0.000984218,0
31187.31,4649.56,10,9,5,7,2.778963,0.636225,25.01067131,18.64842607,0
16.99,502.75,1813,1812,6,2,0.519964,0.519144,942.1754521,0.96658153,0
162.1,0.82,2,2,2,2,50.5,50.499487,101,0.001026218,0
0,2200.85,0,152,2,0,0.67542,0,102.6638159,102.6638159,0
